ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,MaxShareRate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
CCMH-MRHC ACO,A3647,2018,OK,-1.0191989000000001,,3440,2877,159,257,157,255,697,1057,361,323,4,15,972,254,8051,2751,3244,0,0.5,65,100.0,82.8,92.78,91.34,80.08,57.37,63.03,66.67,23.24,,,14.63,50.23,1.98,91.86,76.42,70,94.9,50.95,71.75,81.27,34.33,20.9,63.64,5469,61,59,80,118,80,59,4444
CCMH-MRHC ACO,A3647,2019,OK,0.5499999999999999,,3439,2848,172,370,86,135,566,896,370,336,4,21,938,277,9108,2648,3054,0,0.46,54,92.17,83.24,92.52,91.9,85.01,59.43,56.76,71.88,21.89,91.79,85.02,15.49,59.34,2.38,94.51,52.73,74.36,85.33,64.26,67.67,71.97,14.81,18.11,60.54,7309,,878,103,144,103,878,5913
CCMH-MRHC ACO,A3647,2021,OK,6.86,50.00%,"3,052","2,343",159,504,83,165,523,916,323,285,4,26,790,237,"8,484","1,382","3,072","4,264,993",50.00%,41,78.94,,,,,,,,,,,,,,,70.24,47.52,71.89,63.71,65.71,78.29,45.57,22.51,61,"5,948",82,94,101,148,101,94,"4,770"
CCMH-MRHC ACO,A3647,2020,OK,4.18,,3142,2586,154,376,62,124,478,835,334,300,4,22,790,252,8019,1694,2786,3188648,0.48,39,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.34,84.31,63.68,64.29,60.99,60.87,70.24,84.67,35.29,23.97,63.71,7623,81,112,109,162,109,112,6082
Stillwater Collaborative Care ACO,A3648,2018,OK,-5.0409873,,3100,2468,126,455,89,177,464,605,265,231,4,22,835,154,9136,3768,4146,-3687041,0.5,39,100.0,89.54,94.09,92.29,86.1,54.89,57.94,70.55,24.08,,,14.84,46.83,1.61,74.16,83.5,71.88,47.56,76.1,80.48,88.75,13.46,17.46,79.37,7560,29,25,10,131,10,25,7111
Stillwater Collaborative Care ACO,A3648,2021,OK,-1.10,50.00%,"2,591","2,118",75,379,38,248,478,716,231,207,2,18,641,150,"10,863","4,199","4,534",0,50.00%,33,94.68,,,,,,,,,,,,,,,79.31,67.92,65.69,68.54,73.81,86.26,24.53,9.09,80.07,"15,370",73,88,37,328,37,88,"14,367"
Stillwater Collaborative Care ACO,A3648,2020,OK,-3.2399999999999998,,2756,2185,93,454,52,178,414,745,249,222,2,20,658,161,9620,3832,4240,0,0.5,26,100.0,^,^,^,^,^,^,^,^,^,^,~,~,1.21,83.94,79.67,82.61,69.59,69.35,80.56,87.11,21.11,7.55,79.24,15210,74,88,33,303,33,88,14195
Stillwater Collaborative Care ACO,A3648,2019,OK,-0.27999999999999997,,3164,2502,97,534,54,169,405,608,282,249,3,25,800,173,9730,4123,3846,0,0.46,34,92.17,90.27,94.47,92.73,81.17,56.13,55.58,72.95,25.29,94.77,87.8,14.59,50.35,2.75,75.19,81.34,31.03,55.68,60.85,68.4,84.43,15.96,12.27,78.29,8794,,143,12,155,12,143,8269
INTEGRIS ACO,A3649,2019,OK,0.8699999999999999,,2996,2533,154,285,54,263,573,664,283,257,5,15,763,188,9845,4349,4219,0,0.47,49,93.5,89.83,94.93,93.3,86.04,57.2,63.36,74.1,24.39,94.25,89.12,14.19,47.94,1.99,60.55,40.49,20.83,21.38,63.94,74.59,81.42,54.55,13.73,59.69,25321,,1209,210,480,210,1209,22620
INTEGRIS ACO,A3649,2018,OK,-3.1038709,,3074,2615,141,269,81,242,563,646,298,269,4,15,796,197,9826,4444,4103,-7250028,0.5,51,100.0,88.2,93.87,92.65,85.34,58.95,63.31,71.27,24.81,,,14.53,50.81,2.09,92.13,75.45,87.1,42.32,99.83,80,82.22,11.11,8.77,67.88,23072,157,194,213,381,213,194,20676
INTEGRIS ACO,A3649,2021,OK,2.64,50.00%,"2,501","2,017",120,362,31,205,397,651,227,200,5,19,609,154,"9,393","3,760","4,226","5,396,795",50.00%,32,100.00,,,,,,,,,,,,,,,79.74,96.49,28.21,85.88,83.99,89.15,0,10.45,83.94,"19,389",167,202,160,437,160,202,"17,296"
INTEGRIS ACO,A3649,2020,OK,2.8899999999999997,,2631,2165,130,319,43,238,449,645,247,223,4,16,613,166,8949,3924,3821,6975298,0.5,36,100.0,^,^,^,^,^,^,^,^,^,^,~,~,1.05,90.66,79.12,80.33,30.21,76.31,83.97,80.31,7.84,8.32,79.19,24277,164,214,221,481,221,214,21734
"CHSPSC ACO 1, LLC",A3663,2021,"MS, LA",6.23,50.00%,"2,724","2,283",244,93,136,324,553,901,275,249,10,5,664,215,"10,304","4,297","3,752","4,623,352",50.00%,35,82.04,,,,,,,,,,,,,,,72.5,85,70,61.06,60.07,90.51,2.78,16.61,62.1,"6,798",147,45,6,83,6,45,"4,296"
"CHSPSC ACO 1, LLC",A3663,2018,"AL, MS, LA, FL",1.4528444,,3057,2487,231,289,84,285,417,780,326,290,8,17,770,209,9949,4023,4422,0,0.5,39,100.0,90.42,95.42,93.83,85.68,51.51,62.8,69.88,28.34,,,14.66,53.6,2.05,56.11,72.62,54.32,40.82,62.4,62.74,76.35,0,21.93,65.34,23521,309,104,43,253,43,104,18924
"CHSPSC ACO 1, LLC",A3663,2019,"MS, LA",4.51,,3301,2739,285,160,153,297,517,978,353,317,11,8,908,259,10234,4201,3797,4829570,0.46,38,92.17,90.36,95.4,93.73,86.72,51.71,58.1,73.44,25.85,94.83,87.39,15.02,65.38,2.59,93.41,73.67,68,50,50.81,57.78,87.24,50,18.91,63.6,9494,,3424,14,100,14,3424,5877
"CHSPSC ACO 1, LLC",A3663,2020,"MS, LA",5.87,,2861,2312,347,141,104,306,515,983,298,267,13,7,698,226,9559,3974,3367,4910493,0.49,36,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.31,94.33,67.68,80.25,66.92,63.04,71.15,82.13,33.33,17.62,68,8069,147,39,10,86,10,39,5021
"CHSPSC ACO 2, LLC",A3664,2018,IN,1.5920486,,2914,2669,45,175,56,222,698,213,298,279,2,9,708,191,9054,3723,3435,0,0.5,67,100.0,83.17,93.69,91.54,80.6,54.57,62.36,73.96,25.44,,,14.52,55.93,2.27,71.68,73.3,82.46,50.89,73.91,76.46,82.3,2.86,11.54,73.15,17190,198,77,69,506,69,77,15884
"CHSPSC ACO 2, LLC",A3664,2019,IN,6.87,,2905,2602,13,222,76,171,552,213,286,265,0,12,662,187,8928,3615,3433,10039299,0.49,54,98.5,85.83,93.41,91.34,82.38,57.96,65.46,73.24,28.35,91.96,84.61,13.91,55.8,2.16,82.08,74.79,64.52,51.96,77.62,76.92,88.3,4.17,11.24,78.02,15326,,567,62,504,62,567,14102
"CHSPSC ACO 2, LLC",A3664,2021,"IN, OH",-1.17,50.00%,"2,748","2,426",10,276,61,216,584,229,258,237,0,14,625,177,"9,330","3,711","3,403",0,50.00%,50,85.79,,,,,,,,,,,,,,,76.79,67.35,35.17,72.41,73.43,82.92,11.76,12.3,76.82,"12,897",250,76,36,515,36,76,"11,840"
"CHSPSC ACO 2, LLC",A3664,2020,IN,-0.3,,2715,2425,29,267,26,240,603,200,250,231,1,14,551,166,8838,3585,3168,0,0.48,48,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.94,80.43,57.56,51.11,34.34,70.35,72.22,85.38,25,13.79,72.11,14159,272,76,49,500,49,76,13003
GW Health Network,A3667,2020,"DC, MD, VA",6.64,,2841,2609,36,214,27,227,458,389,240,225,1,10,545,186,8451,2768,4808,4619801,0.48,30,96.88,^,^,^,^,^,^,^,^,^,^,~,~,0.96,92.31,76.09,80,45.38,80.24,72.67,91.86,0,22.01,63,6670,169,122,80,380,80,122,3136
GW Health Network,A3667,2018,"DC, MD, VA",7.2477453,,3206,2986,52,137,48,197,521,362,273,259,2,7,763,208,9093,3111,5287,6801282,0.5,36,100.0,83.09,93.22,92.48,82.33,57.16,55.08,74.1,21.73,,,15.86,63.9,1.79,91.13,70.37,65.38,36.53,68.61,72.62,94.12,4.17,18.84,64.5,8679,238,273,245,488,245,273,4155
GW Health Network,A3667,2021,"DC, MD, VA",0.92,50.00%,"3,243","2,934",37,248,51,381,575,431,255,239,1,11,596,195,"10,840","3,710","5,739",0,50.00%,39,86.66,,,,,,,,,,,,,,,85.48,78.95,70.04,72.3,74.85,89.24,29.41,15.56,68.15,"7,369",185,158,74,437,74,158,"3,771"
GW Health Network,A3667,2019,"DC, MD, VA",7.59,,3148,2903,46,152,64,240,547,387,266,250,1,8,691,202,9587,3090,5564,6089309,0.47,40,93.5,80.49,92.95,91.03,76.89,63.74,56.72,75.99,20.53,87.55,87.16,14.9,57.54,1.7,93.48,73.44,78.57,35.08,75.3,72.06,95.22,16.67,16.8,62.44,7185,,3151,86,396,86,3151,3400
"DOCACO GULF COAST, LLC",A3669,2018,"FL, SC",-2.9951517,,2933,2506,106,291,48,184,631,658,289,263,3,16,606,199,11039,4135,5668,-5268158,0.5,53,100.0,82.99,92.91,90.95,84.12,57.14,65.35,74.82,29.05,,,14.77,59.16,1.92,70.04,62.39,59.26,68.25,66.27,74.73,85.65,4.76,14.4,78.43,17702,85,69,122,370,122,69,15516
"DOCACO GULF COAST, LLC",A3669,2019,"FL, SC",1.3,,2944,2569,42,306,43,171,566,630,291,269,1,15,599,213,13028,5833,5816,0,0.49,50,97.19,87.68,93.93,92.26,82.42,63.86,62.87,73.33,33.71,92.37,86.08,15.09,59.3,1.95,91.47,87.04,64.71,84.31,79.01,80.49,86.5,16.13,9.96,80.4,10328,,766,85,248,85,766,9167
"DOCACO GULF COAST, LLC",A3669,2021,"FL, SC",3.32,50.00%,"2,253","1,941",59,252,23,139,343,479,203,188,1,12,431,152,"12,289","5,414","5,472","2,847,692",50.00%,30,100.00,,,,,,,,,,,,,,,89.96,94.12,87.2,80.28,90.22,88.61,7.55,6.52,80,"8,748",33,50,55,247,55,50,"7,819"
"DOCACO GULF COAST, LLC",A3669,2020,"FL, SC",2.1,,2390,2051,43,274,36,213,351,525,223,203,1,13,423,154,11681,5009,5259,0,0.49,28,98.91,^,^,^,^,^,^,^,^,^,^,~,~,0.79,84.04,90.07,85.71,83.06,84.35,90.21,86.31,8.06,8.46,80.52,9415,30,43,57,231,57,43,8373
"The Iowa Clinic, P.C.",A3670,2018,IA,-0.7580899999999999,,2068,1942,26,97,14,96,385,255,211,204,1,5,430,136,8510,3900,3109,0,0.5,42,100.0,85.33,94.05,93.22,80.1,57.93,62.5,79.62,26.07,,,15.44,57.17,1.46,91.68,95.26,93.94,87.74,84.54,87.63,83.53,N/A,9.95,80.13,10405,58,34,10,266,10,34,9963
"Einstein Care Partners, LLC",A3671,2018,PA,3.1211862,,3501,3010,71,303,167,135,679,525,337,308,2,14,804,250,9338,3392,5205,3888722,0.5,61,100.0,77.54,92.89,91.98,76.63,60.92,53.67,74.9,23.23,,,15.56,63.23,1.85,87.25,70.7,74.19,62.27,51.31,66.12,86.24,10.67,22.77,68.37,11502,263,216,136,416,136,216,7191
"Einstein Care Partners, LLC",A3671,2021,PA,0.97,50.00%,"3,156","2,756",43,223,180,122,572,472,309,282,1,10,717,245,"9,106","2,895","5,245",0,50.00%,50,70.73,,,,,,,,,,,,,,,65.99,54.29,79.37,68.74,76.48,85.74,15.25,19.56,65.07,"9,604",245,211,108,395,108,211,"6,166"
"Einstein Care Partners, LLC",A3671,2020,PA,11.959999999999999,,2933,2538,43,264,115,111,462,475,286,265,1,12,612,226,8377,2918,4671,12952150,0.48,46,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.79,86.27,60.3,79.1,74.37,61.46,66.94,87.7,22.22,18.86,63.01,10397,242,214,134,389,134,214,6477
"Einstein Care Partners, LLC",A3671,2019,PA,2.12,,3614,3158,51,292,135,111,682,538,340,313,1,13,793,257,9282,3203,5230,0,0.46,61,92.17,77.48,94.31,91.83,78.97,59.77,56.32,72.14,18.39,88.89,84.71,15.4,62.08,2.13,85.71,66.43,66.15,62.37,61.41,72.52,86.63,17.19,23.04,70.97,10957,,3406,143,384,143,3406,6798
"Carolinas HealthCare System ACO, LLC",A3675,2020,"NC, SC",1.9300000000000002,,2523,2253,36,213,40,227,367,443,251,236,1,10,635,184,9076,3068,3856,0,0.49,30,98.13,^,^,^,^,^,^,^,^,^,^,~,~,1.27,94.97,78.31,89.8,71.29,75.74,79.66,84.83,8.33,12.26,72.1,79112,1045,630,517,2102,517,630,64882
"Carolinas HealthCare System ACO, LLC",A3675,2019,"NC, SC",0.91,,2950,2651,47,216,55,235,512,475,296,278,1,11,771,208,10155,3419,4385,0,0.49,45,97.94,83.7,94.91,93.62,81.98,55.14,61.99,73.69,30.55,95.19,88.79,14.38,62.86,2.22,92.31,64.32,82.35,69.86,72.51,77.98,85.28,10.69,10.99,73.84,85379,,11681,535,2147,535,11681,69901
"Carolinas HealthCare System ACO, LLC",A3675,2018,"NC, SC",-0.6988955,,2823,2510,55,221,56,202,540,476,290,271,1,12,758,199,10017,3458,4490,0,0.5,47,100.0,85.12,93.58,92.15,78.02,59.45,62.25,75.82,28.43,,,14.48,63.04,2.39,85.89,71.49,43.48,65.73,72.58,77.42,80.44,5.52,9.27,71.37,95071,1069,708,551,2269,551,708,78581
"Carolinas HealthCare System ACO, LLC",A3675,2021,"NC, SC",3.98,50.00%,"2,439","2,160",28,233,40,229,366,429,245,228,1,12,635,185,"9,689","3,088","4,243","30,466,217",50.00%,29,95.78,,,,,,,,,,,,,,,87.26,96,76.6,81.21,81.85,87.76,16.33,5.56,72.82,"76,950","1,120",651,471,"2,257",471,651,"63,908"
"McLeod Healthcare Network, LLC",A3677,2021,"SC, NC",0.33,50.00%,"2,260","1,870",41,352,13,212,277,403,235,213,2,19,548,169,"10,338","3,489","4,518",0,50.00%,22,85.61,,,,,,,,,,,,,,,86.9,73.68,78.95,59.04,66.13,86.83,15.52,16.53,69.08,"38,376",336,103,48,758,48,103,"32,770"
"McLeod Healthcare Network, LLC",A3677,2018,"SC, NC",2.3991035000000003,,2659,2362,67,218,35,277,372,356,286,268,2,12,673,187,9986,3573,4456,8873165,0.5,38,100.0,85.31,93.33,92.38,79.51,48.74,58.47,73.57,28.43,,,15.23,63.35,2.44,87.1,76.82,80.77,83.72,66.13,73.79,87.5,2.78,14.84,68.7,41139,277,109,38,675,38,109,33610
"McLeod Healthcare Network, LLC",A3677,2020,"SC, NC",-4.58,,2404,2038,33,328,22,249,365,367,246,225,1,17,525,170,9781,3558,4248,0,0.48,31,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.17,84.86,80.36,75,68.15,57.03,70.28,85.23,7.41,15.54,63.6,37160,302,104,45,735,45,104,31294
"McLeod Healthcare Network, LLC",A3677,2019,"SC, NC",2.41,,2652,2299,63,289,22,248,343,379,276,255,2,15,655,182,10152,3582,4461,9038143,0.47,35,93.5,81.44,92.58,90.84,81.44,51.3,57.65,74.19,29.57,91.69,85.24,14.73,62.6,2.15,85.89,75.93,80,81.53,77.42,78.63,85.54,8.33,11.86,68.92,40736,,6400,46,721,46,6400,33382
SIGNATURE NETWORK LLC,A3680,2018,VA,5.3970893,,2436,2137,46,233,41,142,363,402,230,213,1,11,613,163,9273,3476,5120,6679623,0.5,29,100.0,80.09,92.85,90.52,78.39,59.12,61.64,73.32,25.99,,,14.21,55.9,1.7,89.97,86.8,57.14,69.53,57.68,70.08,83.06,3.45,11.03,63.71,13630,114,587,287,907,287,587,10683
Northeast Georgia Health Partners,A3687,2021,GA,1.11,50.00%,"2,509","2,300",26,149,45,201,275,475,245,233,1,6,562,186,"10,711","3,409","4,726",0,50.00%,23,96.93,,,,,,,,,,,,,,,88,100,72.8,81.21,79.92,85.94,16.83,7.56,65.47,"21,679",235,153,282,474,282,153,"20,061"
Northeast Georgia Health Partners,A3687,2018,GA,0.6414819,,2775,2567,56,104,68,203,343,456,283,267,1,5,666,206,10038,3696,4694,0,0.5,31,100.0,85.28,93.7,92.03,78.54,57.6,62.02,69.82,23.0,,,14.95,59.1,2.41,82.66,64.04,63.16,61.04,76.31,59.68,76.4,3.7,10.89,65.49,23445,264,159,342,407,342,159,21643
Northeast Georgia Health Partners,A3687,2020,GA,1.11,,2519,2310,50,126,50,178,276,478,243,230,1,6,554,180,9747,3325,4256,0,0.49,23,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.35,95.22,81.93,85,70.16,80.86,83.4,82.48,17.19,8.46,67.74,22198,232,157,299,466,299,157,20516
Northeast Georgia Health Partners,A3687,2019,GA,0.7100000000000001,,2796,2585,61,113,59,195,346,498,261,246,1,5,643,186,10421,3569,4750,0,0.49,31,97.75,85.62,94.97,92.73,79.17,57.87,66.71,72.58,26.03,92.43,89.02,14.91,52.81,2.44,96.27,80.98,76,78.57,72.69,80.54,81.95,6.76,6.46,70.48,23387,,842,332,471,332,842,21563
"St. Dominic Medical Associates, LLC",A3689,2018,MS,-0.8389384,,2189,1979,87,90,41,167,399,675,258,245,3,5,532,185,9764,3602,4393,0,0.5,28,100.0,88.73,95.11,93.88,82.54,54.98,56.9,74.28,32.53,,,14.47,56.95,2.24,46.61,46.44,29.41,61.35,70.4,60.31,78.99,0,10.8,60,8943,65,22,5,131,5,22,7348
"CHSPSC ACO 15, LLC",A3692,2018,"TN, KY",3.3172975,,2771,2415,30,226,111,257,606,555,297,276,1,12,626,195,10391,4472,4195,2881445,0.5,57,100.0,84.12,92.18,90.52,83.16,53.54,60.68,70.86,23.52,,,15.28,59.24,2.25,75,88.66,87.5,45.15,76.92,76.27,81.62,16.67,11.33,69.61,8887,87,82,32,170,32,82,7772
"CHSPSC ACO 15, LLC",A3692,2021,"TN, KY",10.23,50.00%,"2,531","2,206",55,213,77,237,512,622,247,226,1,12,589,177,"10,124","3,746","3,957","10,308,346",50.00%,43,91.52,,,,,,,,,,,,,,,84.31,81.69,69.41,83.27,78.5,90.82,17.78,11.78,79.72,"9,603",73,87,37,215,37,87,"8,399"
"CHSPSC ACO 15, LLC",A3692,2019,"TN, KY",4.569999999999999,,2890,2525,51,200,138,246,656,560,294,273,1,10,640,193,10743,4383,4004,4312848,0.47,61,94.13,86.04,91.41,91.13,85.32,56.33,62.51,73.53,22.26,91.36,85.61,15.05,58.95,1.94,82.73,75.9,76.6,55.56,66.42,73.31,85.79,7.41,10.19,73.49,9084,,812,29,165,29,812,7991
"CHSPSC ACO 15, LLC",A3692,2020,"TN, KY",5.86,,2394,2093,27,210,72,252,525,550,243,224,1,11,528,158,9723,4083,3612,5208869,0.49,45,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.09,92.19,82.9,64.15,61.96,72.07,81.94,84.24,13.95,14.8,66.22,9448,79,86,36,195,36,86,8298
"CHSPSC ACO 16, LLC",A3693,2020,AZ,-0.47000000000000003,,2215,1904,21,269,29,99,176,265,192,171,1,14,527,127,9309,2600,4411,0,0.48,20,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.64,61.24,70.88,70.83,60.22,65.47,71.69,79.87,16.07,21.69,66.89,8798,176,81,137,355,137,81,8038
"CHSPSC ACO 16, LLC",A3693,2021,AZ,8.61,50.00%,"1,935","1,629",30,293,21,125,169,277,172,152,1,15,500,112,"10,123","2,782","4,828","6,774,269",50.00%,18,93.09,,,,,,,,,,,,,,,74.41,85.37,75,62.83,73.06,85.86,21.21,14.15,73.42,"8,943",184,76,126,370,126,76,"8,207"
"CHSPSC ACO 16, LLC",A3693,2018,"OK, KS",-1.5016745,,3483,2941,159,295,106,324,700,1003,340,308,5,16,911,226,9598,3768,4083,0,0.5,65,100.0,89.65,94.53,91.06,85.92,52.97,64.33,69.03,33.12,,,14.56,55.03,2.44,66.9,68.58,77.27,30.52,38.67,55.98,80.78,0,22.59,74.05,9769,98,42,49,132,49,42,8836
"CHSPSC ACO 16, LLC",A3693,2019,"AZ, NV",3.4099999999999997,,2389,2115,9,254,26,101,191,203,207,187,0,16,563,130,9792,3278,4844,2131102,0.47,22,93.31,69.15,87.89,84.65,73.75,52.31,60.49,75.01,21.01,82.84,77.29,14.93,53.16,1.72,88.8,72.16,36.36,50.35,66.67,74.08,86.11,37.14,18,77.86,7410,,99,53,252,53,99,6941
"CHSPSC ACO 17, LLC",A3694,2018,FL,0.8639420999999999,,3530,3109,104,281,56,224,821,665,384,361,3,12,903,291,11365,4499,5345,0,0.5,70,100.0,86.55,92.8,91.12,83.81,57.96,61.86,70.99,25.35,,,15.44,69.61,2.23,70.88,65.97,71.43,39.69,56.78,65.54,85.8,8.33,23.4,72.84,10847,275,98,148,265,148,98,9306
"CHSPSC ACO 17, LLC",A3694,2020,FL,-7.920000000000001,,3160,2838,109,127,109,315,567,615,319,299,4,7,710,250,11290,3784,5768,0,0.48,54,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.33,83.27,64.59,62,48.54,61.97,70.61,83.67,0,26.62,67.76,10221,213,89,146,313,146,89,9185
"CHSPSC ACO 17, LLC",A3694,2019,FL,-5.949999999999999,,3779,3266,177,155,220,252,704,638,389,355,6,8,928,278,12041,3935,6162,-9062628,0.49,63,97.0,83.45,93.2,90.88,78.86,63.37,64.36,72.21,29.58,90.51,85.64,15.78,66.99,2.1,96.1,61.79,67.21,49.29,58.33,70.28,78.63,23.81,19.28,72.18,13439,,868,229,392,229,868,11824
"CHSPSC ACO 17, LLC",A3694,2021,"TX, OK",5.23,50.00%,"2,828","2,287",73,460,31,308,544,750,235,207,3,21,573,160,"9,727","3,941","4,165","6,896,088",50.00%,43,98.20,,,,,,,,,,,,,,,82.69,92,68.75,70.64,75.39,85.11,29.73,11.58,73.66,"12,282",121,83,105,254,105,83,"11,349"
Crestwood Regional Healthcare Alliance,A3696,2021,"AL, TN",8.44,50.00%,"1,818","1,574",17,221,32,228,261,396,197,182,1,12,463,155,"11,412","4,890","4,862","11,327,501",50.00%,28,95.49,,,,,,,,,,,,,,,86.19,78.38,76.09,83.11,85.77,88.06,17.78,7.37,82.13,"14,187",130,123,27,358,27,123,"12,255"
Crestwood Regional Healthcare Alliance,A3696,2018,"AL, TN",3.1475358,,2335,2067,18,209,45,202,419,465,265,247,0,12,557,175,10884,5027,4729,3430639,0.5,45,100.0,90.32,94.42,92.82,85.54,57.88,62.35,74.04,24.58,,,14.85,56.12,2.08,80.99,88.72,94.55,62.79,82.66,80.82,87.06,22.73,11.65,86.64,12200,106,95,17,259,17,95,10789
Crestwood Regional Healthcare Alliance,A3696,2020,AL,2.94,,2014,1745,38,213,31,199,200,427,213,196,1,12,456,154,11128,5097,4522,3538480,0.49,22,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.09,92.45,84.08,82.14,75.83,80.24,81.07,86.94,35.56,9.92,82.14,14399,125,120,24,335,24,120,12383
Crestwood Regional Healthcare Alliance,A3696,2019,"AL, TN",5.1499999999999995,,2245,1965,21,216,52,266,415,488,261,241,1,13,597,179,11932,5353,5018,6686289,0.46,45,92.17,89.52,92.94,92.6,82.55,59.93,65.17,70.53,26.57,93.85,88.02,15.16,49.34,2.3,81.88,85.43,81.54,75.6,80.15,80.31,86.41,12.5,8.51,82.07,13748,,1333,20,306,20,1333,11966
"CHSPSC ACO 21, LLC",A3698,2018,"AL, FL",-5.346290499999999,,2849,2306,65,423,78,193,373,525,306,269,2,25,618,201,10549,3678,5754,-4762281,0.5,34,100.0,86.72,91.9,91.31,84.42,57.6,57.84,70.78,27.28,,,14.97,59.58,2.17,83.9,66.75,89.47,63.83,66.27,72.7,82.45,3.23,15.36,77.29,9775,94,39,54,176,54,39,8574
"CHSPSC ACO 21, LLC",A3698,2021,"AL, GA",1.11,50.00%,"2,826","2,275",34,499,44,337,278,687,292,255,1,31,556,201,"10,534","4,078","4,971",0,50.00%,26,88.59,,,,,,,,,,,,,,,75.77,83.72,58.5,65.61,66.3,84.23,14.29,12.73,70.66,"11,267",143,42,19,195,19,42,"9,938"
"CHSPSC ACO 21, LLC",A3698,2020,"AL, GA",-1.6199999999999999,,2874,2311,85,425,73,384,388,668,306,272,3,25,540,217,9910,4024,4555,0,0.48,37,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.42,86.05,60.6,55.56,61.45,65.97,78.82,85.31,0,17.4,64.39,12262,135,50,26,202,26,50,10870
"CHSPSC ACO 21, LLC",A3698,2019,"AL, FL",-0.33,,3149,2547,141,422,78,325,397,709,332,293,5,26,702,216,10803,4467,4756,0,0.49,40,98.13,90.34,94.83,94.09,85.15,58.87,69.79,70.48,27.07,94.3,88.73,14.52,58.4,2.14,88.06,67.6,68.85,60.92,56.82,70.68,79.14,7.69,14.8,71.82,21863,,1871,30,295,30,1871,19566
"NorthShore Physician Associates Value Based Care, LLC",A3702,2020,IL,7.06,,2217,2079,13,106,26,178,516,433,215,207,0,4,430,173,8733,3228,4701,33296270,0.39,39,98.28,^,^,^,^,^,^,^,^,^,^,~,~,0.63,89.92,89.29,82.35,60.7,80.97,82.43,76.83,5.17,9.43,74.15,49021,459,1768,341,3172,341,1768,42098
"NorthShore Physician Associates Value Based Care, LLC",A3702,2021,IL,2.59,40.00%,"2,338","2,189",13,121,28,166,611,428,216,208,0,5,469,177,"9,500","3,246","5,245","13,382,859",40.00%,41,91.51,,,,,,,,,,,,,,,90.65,90,72.21,81.66,81.4,79.62,6.25,9.43,74.61,"48,730",475,"1,582",349,"3,295",349,"1,582","41,962"
"NorthShore Physician Associates Value Based Care, LLC",A3702,2018,IL,-2.1626060999999996,,2605,2463,20,111,28,141,839,486,257,248,1,5,552,193,9626,3565,5351,0,0.5,68,100.0,84.95,95.29,93.58,78.0,60.41,59.89,75.39,29.65,,,15.01,64.73,1.93,88.97,62.47,33.33,59.41,79.67,75.55,73.88,1.56,8.63,75.95,46639,443,1534,349,2786,349,1534,40218
"NorthShore Physician Associates Value Based Care, LLC",A3702,2019,IL,0.53,,2779,2622,18,111,38,175,820,477,262,253,0,5,557,197,9781,3532,5377,0,0.47,67,94.13,82.67,94.35,93.2,77.46,60.62,58.14,77.14,23.12,93.97,87.22,14.58,62.59,1.64,89.78,86.75,86.36,62.68,78.44,73.99,78.88,3.57,12.32,75.7,48452,,1740,357,3076,357,1740,41605
"CHSPSC ACO 6, LLC",A3712,2019,TX,-1.77,,4017,2979,390,604,64,416,1038,1070,362,309,12,33,850,216,10844,4140,4055,0,0.46,73,92.54,86.63,95.17,93.01,83.41,56.39,68.05,73.08,28.94,92.24,86.79,14.27,58.41,2.36,74.61,71.28,59.02,56.16,56.44,70.07,80.71,16.67,17.33,70.23,34512,,1672,1472,659,1472,1672,30510
"CHSPSC ACO 6, LLC",A3712,2021,"TX, OK, FL, AK",-2.89,50.00%,"3,755","2,851",305,551,54,336,956,965,330,286,11,27,785,211,"10,570","3,113","4,234",0,50.00%,60,80.79,,,,,,,,,,,,,,,76.98,67.16,51.47,63.57,72.58,86.64,10.53,19.64,69.58,"25,443",511,106,"1,133",628,"1,133",106,"22,554"
